[MLP]   svm_data_20260507_133636.csv                       24741샘플
[MLP] CSV 로드  →  총 24741샘플
[MLP] 로드 완료 | 전체: 24741개  (배경: 12371, 사람: 12370)
[MLP] 특징 모드: ESP32 (14개)
[MLP] 학습: 19792개 (80%)  검증: 4949개 (20%)  [비율고정: 유지 | 분리시드: 42]
[MLP] 스케일러: StandardScaler (z-score)
[MLP] ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
[MLP]  디바이스: cpu
[MLP]  구조: 14 → 64 → 32 → 2
[MLP]  에폭: 2000  배치: 128  LR: 1.00e-03  Dropout: 0.2
[MLP]  Early Stop: 비활성화
[MLP]  LR 스케줄러: patience=50  factor=0.5  min_lr=1e-6
[MLP]  검증 비율: 20%  분리 비율고정: 유지  분리 시드: 42
[MLP]  스케일러: StandardScaler  특징 모드: ESP32
[MLP]  사용 특징 (14개): SPECTRAL_BANDWIDTH, PEAK_COUNT, MID_RATIO, SECOND_PEAK_FREQ, KURTOSIS, CENTROID, PEAK_FREQ, LOW_RATIO, RMS, PEAK_TO_AVG_E, HIGH_RATIO, PEAK1_TO_PEAK2_RATIO, SKEWNESS, SPECTRAL_FLATNESS
[MLP] ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  에폭   1/2000 | 손실: 0.6059 | 학습: 66.3% | 검증: 64.6% | lr: 1.00e-03 | 0.3s ★
  에폭 519/2000 | 손실: 0.4452 | 학습: 83.6% | 검증: 79.3% | lr: 5.00e-04 | 0.3s
  에폭 520/2000 | 손실: 0.4465 | 학습: 83.4% | 검증: 79.4% | lr: 5.00e-04 | 0.3s
  에폭 521/2000 | 손실: 0.4423 | 학습: 83.2% | 검증: 79.1% | lr: 5.00e-04 | 0.3s
  에폭 522/2000 | 손실: 0.4422 | 학습: 83.4% | 검증: 79.3% | lr: 5.00e-04 | 0.3s
  에폭 523/2000 | 손실: 0.4434 | 학습: 83.4% | 검증: 79.4% | lr: 5.00e-04 | 0.3s
  에폭 524/2000 | 손실: 0.4445 | 학습: 83.4% | 검증: 79.8% | lr: 5.00e-04 | 0.3s ★
  에폭 525/2000 | 손실: 0.4448 | 학습: 83.0% | 검증: 79.3% | lr: 5.00e-04 | 0.3s
  에폭 526/2000 | 손실: 0.4432 | 학습: 83.1% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 527/2000 | 손실: 0.4416 | 학습: 82.6% | 검증: 79.2% | lr: 5.00e-04 | 0.3s
  에폭 528/2000 | 손실: 0.4426 | 학습: 83.4% | 검증: 79.6% | lr: 5.00e-04 | 0.3s
  에폭 529/2000 | 손실: 0.4412 | 학습: 83.2% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 530/2000 | 손실: 0.4418 | 학습: 83.2% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 531/2000 | 손실: 0.4393 | 학습: 83.5% | 검증: 80.0% | lr: 5.00e-04 | 0.3s ★
  에폭 532/2000 | 손실: 0.4475 | 학습: 83.3% | 검증: 79.6% | lr: 5.00e-04 | 0.3s
  에폭 533/2000 | 손실: 0.4414 | 학습: 83.1% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 534/2000 | 손실: 0.4402 | 학습: 83.5% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 535/2000 | 손실: 0.4400 | 학습: 83.3% | 검증: 80.0% | lr: 5.00e-04 | 0.3s ★
  에폭 536/2000 | 손실: 0.4419 | 학습: 83.3% | 검증: 79.3% | lr: 5.00e-04 | 0.3s
  에폭 537/2000 | 손실: 0.4447 | 학습: 83.2% | 검증: 79.3% | lr: 5.00e-04 | 0.3s
  에폭 538/2000 | 손실: 0.4443 | 학습: 83.6% | 검증: 79.0% | lr: 5.00e-04 | 0.3s
  에폭 539/2000 | 손실: 0.4441 | 학습: 83.4% | 검증: 79.4% | lr: 5.00e-04 | 0.3s
  에폭 540/2000 | 손실: 0.4438 | 학습: 83.8% | 검증: 79.9% | lr: 5.00e-04 | 0.3s
  에폭 541/2000 | 손실: 0.4408 | 학습: 83.5% | 검증: 79.6% | lr: 5.00e-04 | 0.3s
  에폭 542/2000 | 손실: 0.4393 | 학습: 83.4% | 검증: 80.2% | lr: 5.00e-04 | 0.3s ★
  에폭 543/2000 | 손실: 0.4423 | 학습: 83.7% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 544/2000 | 손실: 0.4463 | 학습: 83.5% | 검증: 79.4% | lr: 5.00e-04 | 0.3s
  에폭 545/2000 | 손실: 0.4392 | 학습: 83.4% | 검증: 79.3% | lr: 5.00e-04 | 0.3s
  에폭 546/2000 | 손실: 0.4428 | 학습: 83.4% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 547/2000 | 손실: 0.4429 | 학습: 83.6% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 548/2000 | 손실: 0.4435 | 학습: 83.5% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 549/2000 | 손실: 0.4399 | 학습: 83.8% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 550/2000 | 손실: 0.4380 | 학습: 83.1% | 검증: 79.2% | lr: 5.00e-04 | 0.3s
  에폭 551/2000 | 손실: 0.4382 | 학습: 83.4% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 552/2000 | 손실: 0.4458 | 학습: 83.4% | 검증: 79.6% | lr: 5.00e-04 | 0.3s
  에폭 553/2000 | 손실: 0.4401 | 학습: 83.5% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 554/2000 | 손실: 0.4418 | 학습: 83.8% | 검증: 79.9% | lr: 5.00e-04 | 0.3s
  에폭 555/2000 | 손실: 0.4441 | 학습: 83.7% | 검증: 79.9% | lr: 5.00e-04 | 0.3s
  에폭 556/2000 | 손실: 0.4371 | 학습: 83.7% | 검증: 80.0% | lr: 5.00e-04 | 0.3s
  에폭 557/2000 | 손실: 0.4446 | 학습: 83.4% | 검증: 79.4% | lr: 5.00e-04 | 0.3s
  에폭 558/2000 | 손실: 0.4408 | 학습: 83.7% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 559/2000 | 손실: 0.4392 | 학습: 83.8% | 검증: 79.9% | lr: 5.00e-04 | 0.3s
  에폭 560/2000 | 손실: 0.4401 | 학습: 83.7% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 561/2000 | 손실: 0.4406 | 학습: 83.4% | 검증: 79.1% | lr: 5.00e-04 | 0.3s
  에폭 562/2000 | 손실: 0.4470 | 학습: 83.2% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 563/2000 | 손실: 0.4406 | 학습: 83.7% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 564/2000 | 손실: 0.4401 | 학습: 83.3% | 검증: 79.4% | lr: 5.00e-04 | 0.3s
  에폭 565/2000 | 손실: 0.4430 | 학습: 83.7% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 566/2000 | 손실: 0.4401 | 학습: 83.7% | 검증: 79.9% | lr: 5.00e-04 | 0.3s
  에폭 567/2000 | 손실: 0.4438 | 학습: 83.7% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 568/2000 | 손실: 0.4469 | 학습: 83.4% | 검증: 80.3% | lr: 5.00e-04 | 0.3s ★
  에폭 569/2000 | 손실: 0.4406 | 학습: 83.4% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 570/2000 | 손실: 0.4440 | 학습: 83.6% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 571/2000 | 손실: 0.4431 | 학습: 83.2% | 검증: 79.1% | lr: 5.00e-04 | 0.3s
  에폭 572/2000 | 손실: 0.4405 | 학습: 83.2% | 검증: 79.1% | lr: 5.00e-04 | 0.3s
  에폭 573/2000 | 손실: 0.4377 | 학습: 83.5% | 검증: 79.4% | lr: 5.00e-04 | 0.3s
  에폭 574/2000 | 손실: 0.4410 | 학습: 83.7% | 검증: 78.9% | lr: 5.00e-04 | 0.3s
  에폭 575/2000 | 손실: 0.4426 | 학습: 83.3% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 576/2000 | 손실: 0.4428 | 학습: 83.6% | 검증: 79.4% | lr: 5.00e-04 | 0.3s
  에폭 577/2000 | 손실: 0.4392 | 학습: 83.5% | 검증: 79.2% | lr: 5.00e-04 | 0.3s
  에폭 578/2000 | 손실: 0.4404 | 학습: 83.8% | 검증: 80.0% | lr: 5.00e-04 | 0.3s
  에폭 579/2000 | 손실: 0.4370 | 학습: 83.7% | 검증: 79.6% | lr: 5.00e-04 | 0.3s
  에폭 580/2000 | 손실: 0.4416 | 학습: 83.6% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 581/2000 | 손실: 0.4397 | 학습: 83.8% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 582/2000 | 손실: 0.4415 | 학습: 83.8% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 583/2000 | 손실: 0.4406 | 학습: 83.9% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 584/2000 | 손실: 0.4388 | 학습: 84.0% | 검증: 80.0% | lr: 5.00e-04 | 0.3s
  에폭 585/2000 | 손실: 0.4408 | 학습: 83.8% | 검증: 80.1% | lr: 5.00e-04 | 0.3s
  에폭 586/2000 | 손실: 0.4456 | 학습: 83.7% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 587/2000 | 손실: 0.4443 | 학습: 83.6% | 검증: 79.4% | lr: 5.00e-04 | 0.3s
  에폭 588/2000 | 손실: 0.4442 | 학습: 83.7% | 검증: 80.0% | lr: 5.00e-04 | 0.3s
  에폭 589/2000 | 손실: 0.4417 | 학습: 84.1% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 590/2000 | 손실: 0.4388 | 학습: 83.8% | 검증: 80.0% | lr: 5.00e-04 | 0.3s
  에폭 591/2000 | 손실: 0.4409 | 학습: 83.7% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 592/2000 | 손실: 0.4432 | 학습: 83.8% | 검증: 79.3% | lr: 5.00e-04 | 0.3s
  에폭 593/2000 | 손실: 0.4412 | 학습: 84.2% | 검증: 80.0% | lr: 5.00e-04 | 0.3s
  에폭 594/2000 | 손실: 0.4438 | 학습: 84.1% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 595/2000 | 손실: 0.4422 | 학습: 83.5% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 596/2000 | 손실: 0.4442 | 학습: 83.9% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 597/2000 | 손실: 0.4458 | 학습: 83.5% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 598/2000 | 손실: 0.4411 | 학습: 84.0% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 599/2000 | 손실: 0.4396 | 학습: 83.8% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 600/2000 | 손실: 0.4404 | 학습: 83.0% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 601/2000 | 손실: 0.4394 | 학습: 83.5% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 602/2000 | 손실: 0.4409 | 학습: 83.4% | 검증: 79.6% | lr: 5.00e-04 | 0.3s
  에폭 603/2000 | 손실: 0.4378 | 학습: 83.9% | 검증: 80.0% | lr: 5.00e-04 | 0.3s
  에폭 604/2000 | 손실: 0.4419 | 학습: 83.8% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 605/2000 | 손실: 0.4435 | 학습: 83.5% | 검증: 79.3% | lr: 5.00e-04 | 0.3s
  에폭 606/2000 | 손실: 0.4447 | 학습: 83.9% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 607/2000 | 손실: 0.4393 | 학습: 83.7% | 검증: 80.1% | lr: 5.00e-04 | 0.3s
  에폭 608/2000 | 손실: 0.4460 | 학습: 84.0% | 검증: 79.4% | lr: 5.00e-04 | 0.3s
  에폭 609/2000 | 손실: 0.4404 | 학습: 84.0% | 검증: 80.1% | lr: 5.00e-04 | 0.3s
  에폭 610/2000 | 손실: 0.4373 | 학습: 83.2% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 611/2000 | 손실: 0.4381 | 학습: 83.7% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 612/2000 | 손실: 0.4431 | 학습: 83.6% | 검증: 79.8% | lr: 5.00e-04 | 0.4s
  에폭 613/2000 | 손실: 0.4405 | 학습: 83.7% | 검증: 79.9% | lr: 5.00e-04 | 0.4s
  에폭 614/2000 | 손실: 0.4401 | 학습: 83.4% | 검증: 79.2% | lr: 5.00e-04 | 0.4s
  에폭 615/2000 | 손실: 0.4399 | 학습: 83.7% | 검증: 80.1% | lr: 5.00e-04 | 0.4s
  에폭 616/2000 | 손실: 0.4419 | 학습: 83.6% | 검증: 79.6% | lr: 5.00e-04 | 0.4s
  에폭 617/2000 | 손실: 0.4445 | 학습: 83.7% | 검증: 79.8% | lr: 5.00e-04 | 0.4s
  에폭 618/2000 | 손실: 0.4418 | 학습: 83.8% | 검증: 79.6% | lr: 5.00e-04 | 0.4s
  에폭 619/2000 | 손실: 0.4406 | 학습: 83.8% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 620/2000 | 손실: 0.4340 | 학습: 83.7% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 621/2000 | 손실: 0.4388 | 학습: 83.5% | 검증: 79.9% | lr: 5.00e-04 | 0.3s
  에폭 622/2000 | 손실: 0.4399 | 학습: 84.0% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 623/2000 | 손실: 0.4390 | 학습: 83.9% | 검증: 79.6% | lr: 5.00e-04 | 0.4s
  에폭 624/2000 | 손실: 0.4391 | 학습: 83.7% | 검증: 79.7% | lr: 5.00e-04 | 0.5s
  에폭 625/2000 | 손실: 0.4436 | 학습: 84.0% | 검증: 79.8% | lr: 5.00e-04 | 0.4s
  에폭 626/2000 | 손실: 0.4417 | 학습: 83.8% | 검증: 79.5% | lr: 5.00e-04 | 0.4s
  에폭 627/2000 | 손실: 0.4412 | 학습: 84.1% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 628/2000 | 손실: 0.4374 | 학습: 83.9% | 검증: 80.1% | lr: 5.00e-04 | 0.3s
  에폭 629/2000 | 손실: 0.4411 | 학습: 83.9% | 검증: 79.6% | lr: 5.00e-04 | 0.3s
  에폭 630/2000 | 손실: 0.4376 | 학습: 84.2% | 검증: 80.1% | lr: 5.00e-04 | 0.3s
  에폭 631/2000 | 손실: 0.4417 | 학습: 83.7% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 632/2000 | 손실: 0.4398 | 학습: 83.6% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 633/2000 | 손실: 0.4414 | 학습: 83.6% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 634/2000 | 손실: 0.4421 | 학습: 83.6% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 635/2000 | 손실: 0.4408 | 학습: 83.9% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 636/2000 | 손실: 0.4410 | 학습: 84.0% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 637/2000 | 손실: 0.4396 | 학습: 83.8% | 검증: 80.1% | lr: 5.00e-04 | 0.3s
  에폭 638/2000 | 손실: 0.4400 | 학습: 83.3% | 검증: 79.3% | lr: 5.00e-04 | 0.3s
  에폭 639/2000 | 손실: 0.4364 | 학습: 83.7% | 검증: 80.1% | lr: 5.00e-04 | 0.3s
  에폭 640/2000 | 손실: 0.4402 | 학습: 84.0% | 검증: 80.1% | lr: 5.00e-04 | 0.3s
  에폭 641/2000 | 손실: 0.4406 | 학습: 83.5% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 642/2000 | 손실: 0.4390 | 학습: 83.2% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 643/2000 | 손실: 0.4398 | 학습: 84.0% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 644/2000 | 손실: 0.4404 | 학습: 83.6% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 645/2000 | 손실: 0.4383 | 학습: 83.7% | 검증: 79.5% | lr: 5.00e-04 | 0.3s
  에폭 646/2000 | 손실: 0.4420 | 학습: 84.0% | 검증: 80.2% | lr: 5.00e-04 | 0.3s
  에폭 647/2000 | 손실: 0.4427 | 학습: 83.7% | 검증: 79.9% | lr: 5.00e-04 | 0.3s
  에폭 648/2000 | 손실: 0.4431 | 학습: 83.7% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 649/2000 | 손실: 0.4390 | 학습: 83.6% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 650/2000 | 손실: 0.4349 | 학습: 84.1% | 검증: 79.9% | lr: 5.00e-04 | 0.3s
  에폭 651/2000 | 손실: 0.4440 | 학습: 83.8% | 검증: 79.9% | lr: 5.00e-04 | 0.3s
  에폭 652/2000 | 손실: 0.4442 | 학습: 83.8% | 검증: 79.6% | lr: 5.00e-04 | 0.3s
  에폭 653/2000 | 손실: 0.4441 | 학습: 83.4% | 검증: 79.6% | lr: 5.00e-04 | 0.3s
  에폭 654/2000 | 손실: 0.4393 | 학습: 83.7% | 검증: 79.4% | lr: 5.00e-04 | 0.3s
  에폭 655/2000 | 손실: 0.4383 | 학습: 83.8% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 656/2000 | 손실: 0.4387 | 학습: 84.0% | 검증: 80.3% | lr: 5.00e-04 | 0.3s ★
  에폭 657/2000 | 손실: 0.4400 | 학습: 84.1% | 검증: 80.1% | lr: 5.00e-04 | 0.3s
  에폭 658/2000 | 손실: 0.4403 | 학습: 83.8% | 검증: 79.4% | lr: 5.00e-04 | 0.3s
  에폭 659/2000 | 손실: 0.4420 | 학습: 83.7% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 660/2000 | 손실: 0.4407 | 학습: 83.9% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 661/2000 | 손실: 0.4437 | 학습: 83.9% | 검증: 79.9% | lr: 5.00e-04 | 0.6s
  에폭 662/2000 | 손실: 0.4433 | 학습: 84.0% | 검증: 80.1% | lr: 5.00e-04 | 0.3s
  에폭 663/2000 | 손실: 0.4393 | 학습: 83.9% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 664/2000 | 손실: 0.4422 | 학습: 83.8% | 검증: 80.0% | lr: 5.00e-04 | 0.3s
  에폭 665/2000 | 손실: 0.4376 | 학습: 83.9% | 검증: 79.9% | lr: 5.00e-04 | 0.3s
  에폭 666/2000 | 손실: 0.4418 | 학습: 83.8% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 667/2000 | 손실: 0.4427 | 학습: 83.4% | 검증: 79.2% | lr: 5.00e-04 | 0.3s
  에폭 668/2000 | 손실: 0.4405 | 학습: 83.5% | 검증: 79.7% | lr: 5.00e-04 | 0.3s
  에폭 669/2000 | 손실: 0.4362 | 학습: 84.1% | 검증: 79.9% | lr: 5.00e-04 | 0.3s
  에폭 670/2000 | 손실: 0.4406 | 학습: 84.0% | 검증: 79.8% | lr: 5.00e-04 | 0.3s
  에폭 671/2000 | 손실: 0.4415 | 학습: 83.9% | 검증: 79.5% | lr: 2.50e-04 | 0.3s
  에폭 672/2000 | 손실: 0.4422 | 학습: 84.1% | 검증: 79.7% | lr: 2.50e-04 | 0.3s
  에폭 673/2000 | 손실: 0.4391 | 학습: 83.9% | 검증: 80.0% | lr: 2.50e-04 | 0.3s
  에폭 674/2000 | 손실: 0.4414 | 학습: 83.9% | 검증: 80.0% | lr: 2.50e-04 | 0.3s
  에폭 675/2000 | 손실: 0.4339 | 학습: 84.0% | 검증: 80.0% | lr: 2.50e-04 | 0.3s
  에폭 676/2000 | 손실: 0.4366 | 학습: 83.9% | 검증: 80.3% | lr: 2.50e-04 | 0.4s
  에폭 677/2000 | 손실: 0.4353 | 학습: 84.1% | 검증: 79.7% | lr: 2.50e-04 | 0.4s
  에폭 678/2000 | 손실: 0.4313 | 학습: 83.8% | 검증: 80.0% | lr: 2.50e-04 | 0.4s
  에폭 679/2000 | 손실: 0.4392 | 학습: 83.7% | 검증: 80.0% | lr: 2.50e-04 | 0.4s
  에폭 680/2000 | 손실: 0.4370 | 학습: 83.9% | 검증: 79.9% | lr: 2.50e-04 | 0.3s
  에폭 681/2000 | 손실: 0.4337 | 학습: 84.1% | 검증: 80.1% | lr: 2.50e-04 | 0.3s
  에폭 682/2000 | 손실: 0.4358 | 학습: 84.0% | 검증: 80.1% | lr: 2.50e-04 | 0.4s
  에폭 683/2000 | 손실: 0.4377 | 학습: 84.2% | 검증: 80.1% | lr: 2.50e-04 | 0.3s
  에폭 684/2000 | 손실: 0.4420 | 학습: 84.1% | 검증: 79.7% | lr: 2.50e-04 | 0.4s
  에폭 685/2000 | 손실: 0.4357 | 학습: 83.9% | 검증: 80.1% | lr: 2.50e-04 | 0.3s
  에폭 686/2000 | 손실: 0.4367 | 학습: 84.0% | 검증: 79.6% | lr: 2.50e-04 | 0.3s
  에폭 687/2000 | 손실: 0.4349 | 학습: 84.2% | 검증: 79.8% | lr: 2.50e-04 | 0.3s
  에폭 688/2000 | 손실: 0.4408 | 학습: 84.1% | 검증: 80.0% | lr: 2.50e-04 | 0.3s
  에폭 689/2000 | 손실: 0.4363 | 학습: 83.7% | 검증: 79.3% | lr: 2.50e-04 | 0.3s
  에폭 690/2000 | 손실: 0.4381 | 학습: 84.1% | 검증: 80.3% | lr: 2.50e-04 | 0.3s ★
  에폭 691/2000 | 손실: 0.4346 | 학습: 83.9% | 검증: 80.0% | lr: 2.50e-04 | 0.3s
  에폭 692/2000 | 손실: 0.4378 | 학습: 84.1% | 검증: 79.5% | lr: 2.50e-04 | 0.3s
  에폭 693/2000 | 손실: 0.4341 | 학습: 84.0% | 검증: 79.8% | lr: 2.50e-04 | 0.3s
  에폭 694/2000 | 손실: 0.4336 | 학습: 83.9% | 검증: 79.9% | lr: 2.50e-04 | 0.3s
  에폭 695/2000 | 손실: 0.4325 | 학습: 84.3% | 검증: 79.7% | lr: 2.50e-04 | 0.3s
  에폭 696/2000 | 손실: 0.4364 | 학습: 84.3% | 검증: 79.6% | lr: 2.50e-04 | 0.3s
  에폭 697/2000 | 손실: 0.4348 | 학습: 84.2% | 검증: 79.9% | lr: 2.50e-04 | 0.3s
  에폭 698/2000 | 손실: 0.4381 | 학습: 84.2% | 검증: 80.1% | lr: 2.50e-04 | 0.3s
  에폭 699/2000 | 손실: 0.4374 | 학습: 84.1% | 검증: 80.2% | lr: 2.50e-04 | 0.3s
  에폭 700/2000 | 손실: 0.4402 | 학습: 84.1% | 검증: 80.0% | lr: 2.50e-04 | 0.3s
  에폭 701/2000 | 손실: 0.4375 | 학습: 84.0% | 검증: 80.3% | lr: 2.50e-04 | 0.3s
  에폭 702/2000 | 손실: 0.4376 | 학습: 83.9% | 검증: 79.7% | lr: 2.50e-04 | 0.3s
  에폭 703/2000 | 손실: 0.4374 | 학습: 84.0% | 검증: 79.9% | lr: 2.50e-04 | 0.3s
  에폭 704/2000 | 손실: 0.4348 | 학습: 84.3% | 검증: 80.4% | lr: 2.50e-04 | 0.3s ★
  에폭 705/2000 | 손실: 0.4365 | 학습: 83.5% | 검증: 79.0% | lr: 2.50e-04 | 0.3s
  에폭 706/2000 | 손실: 0.4347 | 학습: 84.0% | 검증: 79.9% | lr: 2.50e-04 | 0.3s
  에폭 707/2000 | 손실: 0.4364 | 학습: 84.0% | 검증: 79.9% | lr: 2.50e-04 | 0.3s
  에폭 708/2000 | 손실: 0.4380 | 학습: 84.0% | 검증: 79.5% | lr: 2.50e-04 | 0.3s
  에폭 709/2000 | 손실: 0.4414 | 학습: 84.0% | 검증: 80.1% | lr: 2.50e-04 | 0.3s
  에폭 710/2000 | 손실: 0.4345 | 학습: 84.1% | 검증: 80.0% | lr: 2.50e-04 | 0.3s
  에폭 711/2000 | 손실: 0.4369 | 학습: 84.2% | 검증: 79.9% | lr: 2.50e-04 | 0.3s
  에폭 712/2000 | 손실: 0.4385 | 학습: 84.1% | 검증: 80.1% | lr: 2.50e-04 | 0.3s
  에폭 713/2000 | 손실: 0.4391 | 학습: 84.1% | 검증: 80.0% | lr: 2.50e-04 | 0.3s
  에폭 714/2000 | 손실: 0.4415 | 학습: 84.1% | 검증: 80.2% | lr: 2.50e-04 | 0.3s
  에폭 715/2000 | 손실: 0.4389 | 학습: 84.2% | 검증: 80.4% | lr: 2.50e-04 | 0.3s ★
  에폭 716/2000 | 손실: 0.4351 | 학습: 84.2% | 검증: 80.2% | lr: 2.50e-04 | 0.3s
  에폭 717/2000 | 손실: 0.4343 | 학습: 84.3% | 검증: 80.3% | lr: 2.50e-04 | 0.3s
  에폭 718/2000 | 손실: 0.4339 | 학습: 84.2% | 검증: 80.2% | lr: 2.50e-04 | 0.3s
  에폭 719/2000 | 손실: 0.4354 | 학습: 84.2% | 검증: 80.1% | lr: 2.50e-04 | 0.3s
  에폭 720/2000 | 손실: 0.4370 | 학습: 84.0% | 검증: 80.1% | lr: 2.50e-04 | 0.3s
  에폭 721/2000 | 손실: 0.4384 | 학습: 84.1% | 검증: 80.2% | lr: 2.50e-04 | 0.3s
  에폭 722/2000 | 손실: 0.4329 | 학습: 84.3% | 검증: 80.3% | lr: 2.50e-04 | 0.3s
  에폭 723/2000 | 손실: 0.4381 | 학습: 84.0% | 검증: 80.0% | lr: 2.50e-04 | 0.3s
  에폭 724/2000 | 손실: 0.4380 | 학습: 83.9% | 검증: 80.0% | lr: 2.50e-04 | 0.3s
  에폭 725/2000 | 손실: 0.4380 | 학습: 83.9% | 검증: 80.3% | lr: 2.50e-04 | 0.3s
  에폭 726/2000 | 손실: 0.4306 | 학습: 83.9% | 검증: 80.1% | lr: 2.50e-04 | 0.3s
  에폭 727/2000 | 손실: 0.4354 | 학습: 84.1% | 검증: 80.2% | lr: 2.50e-04 | 0.3s
  에폭 728/2000 | 손실: 0.4366 | 학습: 84.1% | 검증: 80.3% | lr: 2.50e-04 | 0.3s
  에폭 729/2000 | 손실: 0.4324 | 학습: 84.4% | 검증: 80.2% | lr: 2.50e-04 | 0.3s
  에폭 730/2000 | 손실: 0.4329 | 학습: 84.3% | 검증: 80.1% | lr: 2.50e-04 | 0.3s
  에폭 731/2000 | 손실: 0.4391 | 학습: 84.2% | 검증: 80.0% | lr: 2.50e-04 | 0.3s
  에폭 732/2000 | 손실: 0.4355 | 학습: 84.0% | 검증: 79.7% | lr: 2.50e-04 | 0.3s
  에폭 733/2000 | 손실: 0.4394 | 학습: 84.2% | 검증: 80.0% | lr: 2.50e-04 | 0.3s
  에폭 734/2000 | 손실: 0.4394 | 학습: 84.1% | 검증: 80.1% | lr: 2.50e-04 | 0.3s
  에폭 735/2000 | 손실: 0.4350 | 학습: 83.9% | 검증: 80.0% | lr: 2.50e-04 | 0.3s
  에폭 736/2000 | 손실: 0.4340 | 학습: 84.0% | 검증: 79.8% | lr: 2.50e-04 | 0.3s
  에폭 737/2000 | 손실: 0.4344 | 학습: 84.1% | 검증: 80.5% | lr: 2.50e-04 | 0.3s ★
  에폭 738/2000 | 손실: 0.4385 | 학습: 84.0% | 검증: 79.7% | lr: 2.50e-04 | 0.3s
