[MLP]   svm_data_20260507_133636.csv                       24741샘플
[MLP] CSV 로드  →  총 24741샘플
[MLP] 로드 완료 | 전체: 24741개  (배경: 12371, 사람: 12370)
[MLP] 특징 모드: ESP32 (21개)
[MLP] 학습: 19792개 (80%)  검증: 4949개 (20%)  [비율고정: 유지 | 분리시드: 42]
[MLP] 스케일러: StandardScaler (z-score)
[MLP] ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
[MLP]  디바이스: cpu
[MLP]  구조: 21 → 128 → 64 → 32 → 2
[MLP]  에폭: 1500  배치: 256  LR: 2.00e-03  Dropout: 0.2
[MLP]  Early Stop: 비활성화
[MLP]  LR 스케줄러: patience=50  factor=0.5  min_lr=1e-6
[MLP]  검증 비율: 20%  분리 비율고정: 유지  분리 시드: 42
[MLP]  스케일러: StandardScaler  특징 모드: ESP32
[MLP]  사용 특징 (21개): SPECTRAL_ROLLOFF, SPECTRAL_BANDWIDTH, PEAK_COUNT, MID_RATIO, LOW_TO_HIGH_RATIO, SECOND_PEAK_FREQ, KURTOSIS, CENTROID, PEAK_FREQ, LOW_RATIO, RMS, AVG_ENERGY, PEAK_ENERGY, ENERGY_VARIANCE, PEAK_TO_AVG_E, HIGH_RATIO, PEAK1_TO_PEAK2_RATIO, SKEWNESS, DC_RATIO, DELTA_PEAK_FREQ, SPECTRAL_FLATNESS
[MLP] ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  에폭   1/1500 | 손실: 0.6020 | 학습: 66.9% | 검증: 65.2% | lr: 2.00e-03 | 0.2s ★
  에폭 206/1500 | 손실: 0.3094 | 학습: 91.6% | 검증: 84.3% | lr: 2.00e-03 | 0.2s
  에폭 207/1500 | 손실: 0.3058 | 학습: 91.5% | 검증: 84.3% | lr: 2.00e-03 | 0.3s
  에폭 208/1500 | 손실: 0.3038 | 학습: 91.7% | 검증: 84.4% | lr: 2.00e-03 | 0.2s
  에폭 209/1500 | 손실: 0.3098 | 학습: 91.5% | 검증: 83.9% | lr: 2.00e-03 | 0.2s
  에폭 210/1500 | 손실: 0.3022 | 학습: 91.7% | 검증: 84.2% | lr: 2.00e-03 | 0.3s
  에폭 211/1500 | 손실: 0.3094 | 학습: 91.8% | 검증: 83.8% | lr: 2.00e-03 | 0.2s
  에폭 212/1500 | 손실: 0.3052 | 학습: 91.8% | 검증: 84.3% | lr: 2.00e-03 | 0.2s
  에폭 213/1500 | 손실: 0.3038 | 학습: 91.7% | 검증: 84.0% | lr: 2.00e-03 | 0.3s
  에폭 214/1500 | 손실: 0.3046 | 학습: 91.9% | 검증: 83.4% | lr: 2.00e-03 | 0.2s
  에폭 215/1500 | 손실: 0.3076 | 학습: 91.8% | 검증: 84.0% | lr: 2.00e-03 | 0.3s
  에폭 216/1500 | 손실: 0.3049 | 학습: 91.8% | 검증: 84.4% | lr: 2.00e-03 | 0.2s ★
  에폭 217/1500 | 손실: 0.3025 | 학습: 91.9% | 검증: 84.7% | lr: 2.00e-03 | 0.2s ★
  에폭 218/1500 | 손실: 0.2973 | 학습: 92.2% | 검증: 84.6% | lr: 2.00e-03 | 0.3s
  에폭 219/1500 | 손실: 0.3084 | 학습: 92.0% | 검증: 84.1% | lr: 2.00e-03 | 0.2s
  에폭 220/1500 | 손실: 0.3059 | 학습: 92.1% | 검증: 84.6% | lr: 2.00e-03 | 0.2s
  에폭 221/1500 | 손실: 0.3030 | 학습: 92.2% | 검증: 84.5% | lr: 2.00e-03 | 0.2s
  에폭 222/1500 | 손실: 0.2976 | 학습: 92.4% | 검증: 84.3% | lr: 2.00e-03 | 0.2s
  에폭 223/1500 | 손실: 0.3055 | 학습: 92.0% | 검증: 84.3% | lr: 2.00e-03 | 0.3s
  에폭 224/1500 | 손실: 0.3028 | 학습: 92.1% | 검증: 84.7% | lr: 2.00e-03 | 0.2s ★
  에폭 225/1500 | 손실: 0.3075 | 학습: 92.3% | 검증: 84.2% | lr: 2.00e-03 | 0.2s
  에폭 226/1500 | 손실: 0.3044 | 학습: 92.3% | 검증: 84.4% | lr: 2.00e-03 | 0.2s
  에폭 227/1500 | 손실: 0.3031 | 학습: 92.2% | 검증: 85.0% | lr: 2.00e-03 | 0.2s ★
  에폭 228/1500 | 손실: 0.3006 | 학습: 92.3% | 검증: 84.6% | lr: 2.00e-03 | 0.2s
  에폭 229/1500 | 손실: 0.3020 | 학습: 92.2% | 검증: 84.4% | lr: 2.00e-03 | 0.3s
  에폭 230/1500 | 손실: 0.3010 | 학습: 92.2% | 검증: 84.1% | lr: 2.00e-03 | 0.2s
  에폭 231/1500 | 손실: 0.2967 | 학습: 92.4% | 검증: 84.6% | lr: 2.00e-03 | 0.2s
  에폭 232/1500 | 손실: 0.3001 | 학습: 92.5% | 검증: 84.5% | lr: 2.00e-03 | 0.2s
  에폭 233/1500 | 손실: 0.3007 | 학습: 92.1% | 검증: 84.3% | lr: 2.00e-03 | 0.2s
  에폭 234/1500 | 손실: 0.3064 | 학습: 92.0% | 검증: 84.2% | lr: 2.00e-03 | 0.3s
  에폭 235/1500 | 손실: 0.2992 | 학습: 92.2% | 검증: 84.2% | lr: 2.00e-03 | 0.2s
  에폭 236/1500 | 손실: 0.3045 | 학습: 92.3% | 검증: 84.7% | lr: 2.00e-03 | 0.2s
  에폭 237/1500 | 손실: 0.3022 | 학습: 92.3% | 검증: 83.7% | lr: 2.00e-03 | 0.2s
  에폭 238/1500 | 손실: 0.3012 | 학습: 91.6% | 검증: 84.0% | lr: 2.00e-03 | 0.2s
  에폭 239/1500 | 손실: 0.2996 | 학습: 92.4% | 검증: 84.4% | lr: 2.00e-03 | 0.2s
  에폭 240/1500 | 손실: 0.2960 | 학습: 92.6% | 검증: 84.8% | lr: 2.00e-03 | 0.3s
  에폭 241/1500 | 손실: 0.2930 | 학습: 92.6% | 검증: 84.9% | lr: 2.00e-03 | 0.2s
  에폭 242/1500 | 손실: 0.2952 | 학습: 92.2% | 검증: 84.4% | lr: 2.00e-03 | 0.2s
  에폭 243/1500 | 손실: 0.2906 | 학습: 92.0% | 검증: 84.6% | lr: 2.00e-03 | 0.2s
  에폭 244/1500 | 손실: 0.2905 | 학습: 92.4% | 검증: 85.1% | lr: 2.00e-03 | 0.2s ★
  에폭 245/1500 | 손실: 0.2919 | 학습: 92.3% | 검증: 84.9% | lr: 2.00e-03 | 0.3s
  에폭 246/1500 | 손실: 0.3067 | 학습: 92.4% | 검증: 84.8% | lr: 2.00e-03 | 0.2s
  에폭 247/1500 | 손실: 0.3015 | 학습: 92.3% | 검증: 84.4% | lr: 2.00e-03 | 0.2s
  에폭 248/1500 | 손실: 0.2943 | 학습: 92.3% | 검증: 85.2% | lr: 2.00e-03 | 0.2s ★
  에폭 249/1500 | 손실: 0.2994 | 학습: 92.5% | 검증: 85.1% | lr: 2.00e-03 | 0.2s
  에폭 250/1500 | 손실: 0.2914 | 학습: 92.6% | 검증: 84.8% | lr: 2.00e-03 | 0.3s
  에폭 251/1500 | 손실: 0.2981 | 학습: 92.4% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 252/1500 | 손실: 0.2990 | 학습: 92.6% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 253/1500 | 손실: 0.2943 | 학습: 92.5% | 검증: 84.6% | lr: 2.00e-03 | 0.2s
  에폭 254/1500 | 손실: 0.2949 | 학습: 92.4% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 255/1500 | 손실: 0.2893 | 학습: 92.7% | 검증: 84.9% | lr: 2.00e-03 | 0.2s
  에폭 256/1500 | 손실: 0.2949 | 학습: 92.6% | 검증: 84.6% | lr: 2.00e-03 | 0.3s
  에폭 257/1500 | 손실: 0.2973 | 학습: 92.6% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 258/1500 | 손실: 0.3027 | 학습: 92.9% | 검증: 84.6% | lr: 2.00e-03 | 0.2s
  에폭 259/1500 | 손실: 0.2933 | 학습: 92.8% | 검증: 85.2% | lr: 2.00e-03 | 0.3s ★
  에폭 260/1500 | 손실: 0.2971 | 학습: 92.5% | 검증: 85.2% | lr: 2.00e-03 | 0.2s
  에폭 261/1500 | 손실: 0.2920 | 학습: 92.5% | 검증: 84.2% | lr: 2.00e-03 | 0.3s
  에폭 262/1500 | 손실: 0.2970 | 학습: 92.8% | 검증: 84.5% | lr: 2.00e-03 | 0.2s
  에폭 263/1500 | 손실: 0.2959 | 학습: 92.8% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 264/1500 | 손실: 0.2879 | 학습: 92.9% | 검증: 85.0% | lr: 2.00e-03 | 0.3s
  에폭 265/1500 | 손실: 0.2929 | 학습: 92.7% | 검증: 84.8% | lr: 2.00e-03 | 0.2s
  에폭 266/1500 | 손실: 0.2967 | 학습: 93.0% | 검증: 84.9% | lr: 2.00e-03 | 0.3s
  에폭 267/1500 | 손실: 0.2909 | 학습: 92.3% | 검증: 84.2% | lr: 2.00e-03 | 0.3s
  에폭 268/1500 | 손실: 0.2947 | 학습: 92.4% | 검증: 84.5% | lr: 2.00e-03 | 0.2s
  에폭 269/1500 | 손실: 0.2955 | 학습: 93.0% | 검증: 85.2% | lr: 2.00e-03 | 0.2s
  에폭 270/1500 | 손실: 0.2908 | 학습: 92.6% | 검증: 85.4% | lr: 2.00e-03 | 0.2s ★
  에폭 271/1500 | 손실: 0.2976 | 학습: 92.7% | 검증: 84.6% | lr: 2.00e-03 | 0.2s
  에폭 272/1500 | 손실: 0.2913 | 학습: 93.0% | 검증: 84.4% | lr: 2.00e-03 | 0.3s
  에폭 273/1500 | 손실: 0.2946 | 학습: 92.7% | 검증: 84.9% | lr: 2.00e-03 | 0.3s
  에폭 274/1500 | 손실: 0.2931 | 학습: 92.8% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 275/1500 | 손실: 0.2950 | 학습: 92.8% | 검증: 85.1% | lr: 2.00e-03 | 0.2s
  에폭 276/1500 | 손실: 0.2903 | 학습: 92.7% | 검증: 84.7% | lr: 2.00e-03 | 0.2s
  에폭 277/1500 | 손실: 0.2933 | 학습: 92.9% | 검증: 84.7% | lr: 2.00e-03 | 0.3s
  에폭 278/1500 | 손실: 0.2872 | 학습: 93.1% | 검증: 85.1% | lr: 2.00e-03 | 0.2s
  에폭 279/1500 | 손실: 0.2939 | 학습: 92.7% | 검증: 85.2% | lr: 2.00e-03 | 0.2s
  에폭 280/1500 | 손실: 0.2902 | 학습: 92.7% | 검증: 84.5% | lr: 2.00e-03 | 0.2s
  에폭 281/1500 | 손실: 0.2885 | 학습: 92.5% | 검증: 84.9% | lr: 2.00e-03 | 0.2s
  에폭 282/1500 | 손실: 0.2892 | 학습: 92.5% | 검증: 85.3% | lr: 2.00e-03 | 0.2s
  에폭 283/1500 | 손실: 0.2870 | 학습: 92.6% | 검증: 84.9% | lr: 2.00e-03 | 0.3s
  에폭 284/1500 | 손실: 0.2881 | 학습: 92.8% | 검증: 84.2% | lr: 2.00e-03 | 0.3s
  에폭 285/1500 | 손실: 0.2889 | 학습: 92.8% | 검증: 84.8% | lr: 2.00e-03 | 0.2s
  에폭 286/1500 | 손실: 0.2908 | 학습: 92.7% | 검증: 84.9% | lr: 2.00e-03 | 0.2s
  에폭 287/1500 | 손실: 0.2918 | 학습: 92.6% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 288/1500 | 손실: 0.2908 | 학습: 92.7% | 검증: 84.4% | lr: 2.00e-03 | 0.3s
  에폭 289/1500 | 손실: 0.2846 | 학습: 92.7% | 검증: 84.9% | lr: 2.00e-03 | 0.2s
  에폭 290/1500 | 손실: 0.2896 | 학습: 92.8% | 검증: 84.8% | lr: 2.00e-03 | 0.2s
  에폭 291/1500 | 손실: 0.2841 | 학습: 92.8% | 검증: 85.4% | lr: 2.00e-03 | 0.2s ★
  에폭 292/1500 | 손실: 0.2880 | 학습: 93.2% | 검증: 85.3% | lr: 2.00e-03 | 0.2s
  에폭 293/1500 | 손실: 0.2917 | 학습: 92.9% | 검증: 85.0% | lr: 2.00e-03 | 0.3s
  에폭 294/1500 | 손실: 0.2889 | 학습: 93.0% | 검증: 84.7% | lr: 2.00e-03 | 0.2s
  에폭 295/1500 | 손실: 0.2851 | 학습: 93.0% | 검증: 84.6% | lr: 2.00e-03 | 0.2s
  에폭 296/1500 | 손실: 0.2857 | 학습: 93.0% | 검증: 84.9% | lr: 2.00e-03 | 0.2s
  에폭 297/1500 | 손실: 0.2842 | 학습: 93.2% | 검증: 85.1% | lr: 2.00e-03 | 0.2s
  에폭 298/1500 | 손실: 0.2906 | 학습: 93.1% | 검증: 84.9% | lr: 2.00e-03 | 0.2s
  에폭 299/1500 | 손실: 0.2853 | 학습: 93.3% | 검증: 85.4% | lr: 2.00e-03 | 0.3s ★
  에폭 300/1500 | 손실: 0.2865 | 학습: 92.8% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 301/1500 | 손실: 0.2859 | 학습: 92.9% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 302/1500 | 손실: 0.2837 | 학습: 93.1% | 검증: 85.1% | lr: 2.00e-03 | 0.2s
  에폭 303/1500 | 손실: 0.2863 | 학습: 93.3% | 검증: 85.1% | lr: 2.00e-03 | 0.2s
  에폭 304/1500 | 손실: 0.2874 | 학습: 93.1% | 검증: 85.2% | lr: 2.00e-03 | 0.3s
  에폭 305/1500 | 손실: 0.2920 | 학습: 93.3% | 검증: 85.3% | lr: 2.00e-03 | 0.2s
  에폭 306/1500 | 손실: 0.2869 | 학습: 93.2% | 검증: 85.4% | lr: 2.00e-03 | 0.2s
  에폭 307/1500 | 손실: 0.2889 | 학습: 93.1% | 검증: 85.4% | lr: 2.00e-03 | 0.2s
  에폭 308/1500 | 손실: 0.2857 | 학습: 93.0% | 검증: 85.3% | lr: 2.00e-03 | 0.3s
  에폭 309/1500 | 손실: 0.2878 | 학습: 92.9% | 검증: 85.1% | lr: 2.00e-03 | 0.3s
  에폭 310/1500 | 손실: 0.2810 | 학습: 92.8% | 검증: 84.6% | lr: 2.00e-03 | 0.2s
  에폭 311/1500 | 손실: 0.2833 | 학습: 93.4% | 검증: 85.2% | lr: 2.00e-03 | 0.3s
  에폭 312/1500 | 손실: 0.2838 | 학습: 92.9% | 검증: 84.9% | lr: 2.00e-03 | 0.3s
  에폭 313/1500 | 손실: 0.2811 | 학습: 92.7% | 검증: 84.9% | lr: 2.00e-03 | 0.2s
  에폭 314/1500 | 손실: 0.2876 | 학습: 92.8% | 검증: 84.9% | lr: 2.00e-03 | 0.2s
  에폭 315/1500 | 손실: 0.2830 | 학습: 93.0% | 검증: 84.9% | lr: 2.00e-03 | 0.3s
  에폭 316/1500 | 손실: 0.2819 | 학습: 92.9% | 검증: 85.1% | lr: 2.00e-03 | 0.2s
  에폭 317/1500 | 손실: 0.2846 | 학습: 93.3% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 318/1500 | 손실: 0.2845 | 학습: 93.0% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 319/1500 | 손실: 0.2769 | 학습: 93.4% | 검증: 85.1% | lr: 2.00e-03 | 0.2s
  에폭 320/1500 | 손실: 0.2850 | 학습: 93.4% | 검증: 85.1% | lr: 2.00e-03 | 0.3s
  에폭 321/1500 | 손실: 0.2883 | 학습: 93.2% | 검증: 85.1% | lr: 2.00e-03 | 0.2s
  에폭 322/1500 | 손실: 0.2844 | 학습: 92.7% | 검증: 84.8% | lr: 2.00e-03 | 0.2s
  에폭 323/1500 | 손실: 0.2846 | 학습: 93.5% | 검증: 85.1% | lr: 2.00e-03 | 0.2s
  에폭 324/1500 | 손실: 0.2832 | 학습: 93.5% | 검증: 85.5% | lr: 2.00e-03 | 0.2s ★
  에폭 325/1500 | 손실: 0.2838 | 학습: 93.3% | 검증: 85.5% | lr: 2.00e-03 | 0.3s ★
  에폭 326/1500 | 손실: 0.2828 | 학습: 93.5% | 검증: 85.6% | lr: 2.00e-03 | 0.2s ★
  에폭 327/1500 | 손실: 0.2833 | 학습: 93.1% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 328/1500 | 손실: 0.2833 | 학습: 93.2% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 329/1500 | 손실: 0.2865 | 학습: 93.6% | 검증: 85.4% | lr: 2.00e-03 | 0.2s
  에폭 330/1500 | 손실: 0.2744 | 학습: 93.2% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 331/1500 | 손실: 0.2826 | 학습: 93.3% | 검증: 85.8% | lr: 2.00e-03 | 0.3s ★
  에폭 332/1500 | 손실: 0.2858 | 학습: 93.6% | 검증: 85.7% | lr: 2.00e-03 | 0.2s
  에폭 333/1500 | 손실: 0.2832 | 학습: 93.4% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 334/1500 | 손실: 0.2867 | 학습: 93.2% | 검증: 85.1% | lr: 2.00e-03 | 0.2s
  에폭 335/1500 | 손실: 0.2799 | 학습: 93.3% | 검증: 84.9% | lr: 2.00e-03 | 0.2s
  에폭 336/1500 | 손실: 0.2825 | 학습: 93.3% | 검증: 85.1% | lr: 2.00e-03 | 0.3s
  에폭 337/1500 | 손실: 0.2794 | 학습: 93.3% | 검증: 85.3% | lr: 2.00e-03 | 0.2s
  에폭 338/1500 | 손실: 0.2850 | 학습: 93.3% | 검증: 85.3% | lr: 2.00e-03 | 0.2s
  에폭 339/1500 | 손실: 0.2764 | 학습: 93.2% | 검증: 85.4% | lr: 2.00e-03 | 0.2s
  에폭 340/1500 | 손실: 0.2817 | 학습: 93.3% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 341/1500 | 손실: 0.2808 | 학습: 93.6% | 검증: 85.7% | lr: 2.00e-03 | 0.2s
  에폭 342/1500 | 손실: 0.2790 | 학습: 93.2% | 검증: 85.4% | lr: 2.00e-03 | 0.3s
  에폭 343/1500 | 손실: 0.2794 | 학습: 93.7% | 검증: 86.2% | lr: 2.00e-03 | 0.2s ★
  에폭 344/1500 | 손실: 0.2772 | 학습: 93.5% | 검증: 84.9% | lr: 2.00e-03 | 0.2s
  에폭 345/1500 | 손실: 0.2752 | 학습: 93.6% | 검증: 85.4% | lr: 2.00e-03 | 0.2s
  에폭 346/1500 | 손실: 0.2733 | 학습: 93.5% | 검증: 85.8% | lr: 2.00e-03 | 0.2s
  에폭 347/1500 | 손실: 0.2795 | 학습: 93.7% | 검증: 85.8% | lr: 2.00e-03 | 0.3s
  에폭 348/1500 | 손실: 0.2799 | 학습: 93.8% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 349/1500 | 손실: 0.2796 | 학습: 93.6% | 검증: 85.3% | lr: 2.00e-03 | 0.2s
  에폭 350/1500 | 손실: 0.2789 | 학습: 93.6% | 검증: 85.9% | lr: 2.00e-03 | 0.2s
  에폭 351/1500 | 손실: 0.2840 | 학습: 93.3% | 검증: 85.3% | lr: 2.00e-03 | 0.2s
  에폭 352/1500 | 손실: 0.2840 | 학습: 93.8% | 검증: 85.6% | lr: 2.00e-03 | 0.3s
  에폭 353/1500 | 손실: 0.2783 | 학습: 93.5% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 354/1500 | 손실: 0.2735 | 학습: 93.6% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 355/1500 | 손실: 0.2750 | 학습: 93.5% | 검증: 85.7% | lr: 2.00e-03 | 0.2s
  에폭 356/1500 | 손실: 0.2833 | 학습: 93.6% | 검증: 85.4% | lr: 2.00e-03 | 0.2s
  에폭 357/1500 | 손실: 0.2695 | 학습: 93.8% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 358/1500 | 손실: 0.2838 | 학습: 93.6% | 검증: 85.8% | lr: 2.00e-03 | 0.3s
  에폭 359/1500 | 손실: 0.2806 | 학습: 93.1% | 검증: 85.1% | lr: 2.00e-03 | 0.2s
  에폭 360/1500 | 손실: 0.2782 | 학습: 93.3% | 검증: 85.4% | lr: 2.00e-03 | 0.2s
  에폭 361/1500 | 손실: 0.2812 | 학습: 93.6% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 362/1500 | 손실: 0.2833 | 학습: 93.6% | 검증: 86.1% | lr: 2.00e-03 | 0.2s
  에폭 363/1500 | 손실: 0.2746 | 학습: 93.6% | 검증: 85.6% | lr: 2.00e-03 | 0.3s
  에폭 364/1500 | 손실: 0.2775 | 학습: 93.4% | 검증: 85.2% | lr: 2.00e-03 | 0.2s
  에폭 365/1500 | 손실: 0.2744 | 학습: 93.7% | 검증: 85.3% | lr: 2.00e-03 | 0.2s
  에폭 366/1500 | 손실: 0.2763 | 학습: 93.3% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 367/1500 | 손실: 0.2759 | 학습: 93.2% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 368/1500 | 손실: 0.2794 | 학습: 93.0% | 검증: 85.2% | lr: 2.00e-03 | 0.2s
  에폭 369/1500 | 손실: 0.2745 | 학습: 93.8% | 검증: 85.7% | lr: 2.00e-03 | 0.3s
  에폭 370/1500 | 손실: 0.2748 | 학습: 93.7% | 검증: 85.5% | lr: 2.00e-03 | 0.3s
  에폭 371/1500 | 손실: 0.2744 | 학습: 93.8% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 372/1500 | 손실: 0.2760 | 학습: 93.5% | 검증: 85.4% | lr: 2.00e-03 | 0.2s
  에폭 373/1500 | 손실: 0.2762 | 학습: 94.0% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 374/1500 | 손실: 0.2750 | 학습: 93.5% | 검증: 85.2% | lr: 2.00e-03 | 0.3s
  에폭 375/1500 | 손실: 0.2725 | 학습: 93.8% | 검증: 85.4% | lr: 2.00e-03 | 0.2s
  에폭 376/1500 | 손실: 0.2733 | 학습: 93.8% | 검증: 85.3% | lr: 2.00e-03 | 0.2s
  에폭 377/1500 | 손실: 0.2803 | 학습: 93.6% | 검증: 85.3% | lr: 2.00e-03 | 0.2s
  에폭 378/1500 | 손실: 0.2757 | 학습: 93.6% | 검증: 85.1% | lr: 2.00e-03 | 0.2s
  에폭 379/1500 | 손실: 0.2756 | 학습: 93.7% | 검증: 85.4% | lr: 2.00e-03 | 0.3s
  에폭 380/1500 | 손실: 0.2792 | 학습: 93.7% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 381/1500 | 손실: 0.2788 | 학습: 93.8% | 검증: 85.1% | lr: 2.00e-03 | 0.2s
  에폭 382/1500 | 손실: 0.2749 | 학습: 93.7% | 검증: 85.7% | lr: 2.00e-03 | 0.2s
  에폭 383/1500 | 손실: 0.2750 | 학습: 93.7% | 검증: 85.2% | lr: 2.00e-03 | 0.2s
  에폭 384/1500 | 손실: 0.2778 | 학습: 93.5% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 385/1500 | 손실: 0.2747 | 학습: 93.7% | 검증: 86.2% | lr: 2.00e-03 | 0.3s ★
  에폭 386/1500 | 손실: 0.2724 | 학습: 93.7% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 387/1500 | 손실: 0.2752 | 학습: 93.6% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 388/1500 | 손실: 0.2781 | 학습: 93.6% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 389/1500 | 손실: 0.2666 | 학습: 93.9% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 390/1500 | 손실: 0.2731 | 학습: 94.0% | 검증: 85.8% | lr: 2.00e-03 | 0.3s
  에폭 391/1500 | 손실: 0.2746 | 학습: 93.8% | 검증: 84.9% | lr: 2.00e-03 | 0.2s
  에폭 392/1500 | 손실: 0.2786 | 학습: 94.0% | 검증: 85.7% | lr: 2.00e-03 | 0.2s
  에폭 393/1500 | 손실: 0.2750 | 학습: 93.7% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 394/1500 | 손실: 0.2743 | 학습: 94.0% | 검증: 85.4% | lr: 2.00e-03 | 0.2s
  에폭 395/1500 | 손실: 0.2699 | 학습: 93.8% | 검증: 85.0% | lr: 2.00e-03 | 0.3s
  에폭 396/1500 | 손실: 0.2730 | 학습: 94.1% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 397/1500 | 손실: 0.2745 | 학습: 93.9% | 검증: 85.0% | lr: 2.00e-03 | 0.2s
  에폭 398/1500 | 손실: 0.2748 | 학습: 93.8% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 399/1500 | 손실: 0.2758 | 학습: 94.1% | 검증: 85.8% | lr: 2.00e-03 | 0.2s
  에폭 400/1500 | 손실: 0.2728 | 학습: 93.7% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 401/1500 | 손실: 0.2733 | 학습: 94.0% | 검증: 85.3% | lr: 2.00e-03 | 0.3s
  에폭 402/1500 | 손실: 0.2693 | 학습: 94.0% | 검증: 85.2% | lr: 2.00e-03 | 0.2s
  에폭 403/1500 | 손실: 0.2719 | 학습: 94.1% | 검증: 85.7% | lr: 2.00e-03 | 0.2s
  에폭 404/1500 | 손실: 0.2690 | 학습: 93.9% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 405/1500 | 손실: 0.2686 | 학습: 93.9% | 검증: 85.3% | lr: 2.00e-03 | 0.2s
  에폭 406/1500 | 손실: 0.2751 | 학습: 93.9% | 검증: 85.1% | lr: 2.00e-03 | 0.3s
  에폭 407/1500 | 손실: 0.2713 | 학습: 94.1% | 검증: 85.9% | lr: 2.00e-03 | 0.2s
  에폭 408/1500 | 손실: 0.2692 | 학습: 94.2% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 409/1500 | 손실: 0.2757 | 학습: 94.0% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 410/1500 | 손실: 0.2708 | 학습: 93.7% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 411/1500 | 손실: 0.2725 | 학습: 94.0% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 412/1500 | 손실: 0.2704 | 학습: 93.8% | 검증: 85.4% | lr: 2.00e-03 | 0.3s
  에폭 413/1500 | 손실: 0.2732 | 학습: 93.7% | 검증: 85.7% | lr: 2.00e-03 | 0.2s
  에폭 414/1500 | 손실: 0.2690 | 학습: 93.8% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 415/1500 | 손실: 0.2642 | 학습: 94.3% | 검증: 86.0% | lr: 2.00e-03 | 0.2s
  에폭 416/1500 | 손실: 0.2701 | 학습: 93.7% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 417/1500 | 손실: 0.2712 | 학습: 94.2% | 검증: 85.5% | lr: 2.00e-03 | 0.3s
  에폭 418/1500 | 손실: 0.2673 | 학습: 94.1% | 검증: 85.4% | lr: 2.00e-03 | 0.2s
  에폭 419/1500 | 손실: 0.2639 | 학습: 94.1% | 검증: 85.7% | lr: 2.00e-03 | 0.2s
  에폭 420/1500 | 손실: 0.2647 | 학습: 94.1% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 421/1500 | 손실: 0.2740 | 학습: 94.1% | 검증: 85.5% | lr: 2.00e-03 | 0.2s
  에폭 422/1500 | 손실: 0.2665 | 학습: 94.1% | 검증: 85.7% | lr: 2.00e-03 | 0.3s
  에폭 423/1500 | 손실: 0.2636 | 학습: 94.2% | 검증: 85.6% | lr: 2.00e-03 | 0.2s
  에폭 424/1500 | 손실: 0.2690 | 학습: 93.9% | 검증: 85.7% | lr: 2.00e-03 | 0.2s
